original_index,task,ground_truth_text,predicted_label,top1_correct,candidate_count
476,Action Recognition,dissect,dissect,True,10
477,Action Recognition,cut,cut,True,10
478,Action Recognition,The specific movement made by the grasper is retract in this surgery.,retract,True,10
479,Action Recognition,"retract, dissect",retract,True,10
480,Action Recognition,The grasper is involved in performing retract during this surgery.,retract,True,10
481,Action Recognition,grasp,grasp,True,10
482,Action Recognition,dissect,dissect,True,10
483,Action Recognition,dissect,dissect,True,10
484,Action Recognition,The grasper is engaged in retract in this surgical image.,retract,True,10
485,Action Recognition,The grasper is involved in performing grasp during this surgery.,retract,False,10
486,Action Recognition,The hook is carrying out a dissect task in this surgical image.,dissect,True,10
487,Action Recognition,The hook is performing a dissect action in this procedure.,dissect,True,10
488,Action Recognition,The grasper is performing a retract in this surgery image.,retract,True,10
489,Action Recognition,The hook is tasked with performing dissect in this surgical image.,grasp,False,10
490,Action Recognition,The grasper is performing a retract activity in this surgical image.,retract,True,10
491,Action Recognition,"retract, dissect",retract,True,10
492,Action Recognition,The irrigator performs a aspirate task in this surgical procedure.,retract,False,10
493,Action Recognition,The hook is playing the role of dissect in this surgical scene.,dissect,True,10
494,Action Recognition,The hook executes dissect in this surgical procedure.,null_verb,False,10
495,Action Recognition,grasp,grasp,True,10
496,Action Recognition,dissect,dissect,True,10
497,Action Recognition,The hook is executing dissect in this surgical procedure.,null_verb,False,10
498,Action Recognition,The movement made by the grasper is retract in this surgical image.,retract,True,10
499,Action Recognition,The hook is performing a dissect procedure in this surgical scene.,retract,False,10
500,Action Recognition,"retract, dissect",retract,True,10
501,Action Recognition,"retract, dissect",retract,True,10
502,Action Recognition,dissect,dissect,True,10
503,Action Recognition,The grasper is taking the retract action in this surgery.,retract,True,10
504,Action Recognition,The grasper is performing a grasp task in this image.,retract,False,10
505,Action Recognition,The grasper undertakes a retract task in this surgical scene.,retract,True,10
506,Action Recognition,The hook is performing the role of dissect in this surgical image.,grasp,False,10
507,Action Recognition,The hook is taking the dissect action in this surgery.,dissect,True,10
508,Action Recognition,The hook is assigned the task of null_verb in this surgical image.,grasp,False,10
509,Action Recognition,"retract, dissect",retract,True,10
510,Action Recognition,The grasper is executing a grasp task in this surgery.,grasp,True,10
511,Action Recognition,The grasper is fulfilling the role of retract in this surgical operation.,retract,True,10
512,Action Recognition,The grasper is accomplishing a retract task in this surgery.,retract,True,10
513,Action Recognition,The grasper is involved in performing retract during this surgery.,retract,True,10
514,Action Recognition,The grasper is performing a null_verb role in this surgery.,retract,False,10
515,Action Recognition,"retract, clip",retract,True,10
516,Action Recognition,The hook is observed performing null_verb in this operation.,dissect,False,10
517,Action Recognition,The hook performs a dissect maneuver in this surgery image.,retract,False,10
518,Action Recognition,The hook performs dissect in this surgery image.,dissect,True,10
519,Action Recognition,The hook is carrying out a dissect task in this surgery image.,retract,False,10
520,Action Recognition,retract,retract,True,10
521,Action Recognition,retract,retract,True,10
522,Action Recognition,dissect,dissect,True,10
523,Action Recognition,"retract, dissect",retract,True,10
524,Action Recognition,retract,retract,True,10
525,Action Recognition,dissect,dissect,True,10
526,Action Recognition,The hook is involved in dissect within this surgical image.,null_verb,False,10
527,Action Recognition,The movement of the grasper is retract in this surgery.,retract,True,10
528,Action Recognition,dissect,dissect,True,10
529,Action Recognition,The hook is assigned the task of dissect in this surgical image.,grasp,False,10
530,Action Recognition,The grasper is involved in performing retract within this procedure.,retract,True,10
531,Action Recognition,dissect,dissect,True,10
532,Action Recognition,The grasper handles a retract operation in this surgical image.,retract,True,10
533,Action Recognition,The hook performs a dissect maneuver in this surgery image.,retract,False,10
534,Action Recognition,The hook is carrying out a dissect procedure in this surgery.,dissect,True,10
535,Action Recognition,"retract, aspirate",retract,True,10
536,Action Recognition,The grasper is completing a retract action in this surgical image.,retract,True,10
537,Action Recognition,The grasper plays the role of retract in this surgical procedure.,retract,True,10
538,Action Recognition,retract,retract,True,10
539,Action Recognition,"retract, dissect",retract,True,10
540,Action Recognition,The hook is tasked with performing null_verb in this surgical image.,grasp,False,10
541,Action Recognition,aspirate,retract,False,10
542,Action Recognition,"retract, coagulate",retract,True,10
543,Action Recognition,dissect,retract,False,10
544,Action Recognition,"retract, dissect",dissect,True,10
545,Action Recognition,The grasper is performing a retract operation in this surgical image.,retract,True,10
546,Action Recognition,retract,retract,True,10
547,Action Recognition,The hook is performing a dissect operation in this surgical image.,retract,False,10
548,Action Recognition,The grasper is accomplishing null_verb in this surgery image.,retract,False,10
549,Action Recognition,The hook is doing a dissect action in this surgical image.,dissect,True,10
550,Action Recognition,The hook is observed performing a dissect action in this surgical procedure.,null_verb,False,10
551,Action Recognition,retract,retract,True,10
552,Action Recognition,The hook is engaged in dissect in this surgery image.,grasp,False,10
553,Action Recognition,"retract, dissect",retract,True,10
554,Action Recognition,"retract, dissect",retract,True,10
555,Action Recognition,The hook is engaged in null_verb during this surgical image.,dissect,False,10
556,Action Recognition,"retract, dissect",dissect,True,10
557,Action Recognition,dissect,dissect,True,10
558,Action Recognition,The hook is doing a dissect action in this surgical image.,dissect,True,10
559,Action Recognition,The hook shows dissect in this surgical scene.,dissect,True,10
560,Action Recognition,The grasper is observed performing a retract action in this surgical procedure.,null_verb,False,10
561,Action Recognition,"retract, dissect",retract,True,10
562,Action Recognition,The hook is doing a dissect action in this surgical image.,dissect,True,10
563,Action Recognition,The hook is engaged in dissect during this surgery.,dissect,True,10
564,Action Recognition,"retract, dissect",retract,True,10
565,Action Recognition,The grasper is performing retract in this surgical operation.,retract,True,10
566,Action Recognition,dissect,dissect,True,10
567,Action Recognition,The movement shown by the hook is dissect in this surgical image.,null_verb,False,10
568,Action Recognition,The hook is carrying out a dissect task in this surgery.,grasp,False,10
569,Action Recognition,The grasper is performing a retract task in this image.,retract,True,10
570,Action Recognition,dissect,dissect,True,10
571,Action Recognition,The hook is performing a dissect action during this surgery.,dissect,True,10
572,Action Recognition,grasp,grasp,True,10
573,Action Recognition,retract,retract,True,10
574,Action Recognition,retract,retract,True,10
575,Action Recognition,The grasper performs retract in this surgery image.,retract,True,10
576,Action Recognition,retract,retract,True,10
577,Action Recognition,The grasper is carrying out a retract procedure in this surgery.,retract,True,10
578,Action Recognition,clip,retract,False,10
579,Action Recognition,The hook is executing dissect in this surgical scene.,dissect,True,10
580,Action Recognition,The hook handles a dissect operation in this surgical image.,dissect,True,10
581,Action Recognition,The hook is involved in dissect within this surgical image.,dissect,True,10
